"","NMDS1","NMDS2","Trap","Site","Restored","MaxHerb","MaxShrub","DensityS","DensityW","AvgDensity","WoodyDebri","GroundCover"
"1",-0.048549205680689,-0.596850144660928,"MLTA1","A","No",49,64,22,5,13.5,0,100
"2",-0.0485492056806889,-0.596850144660928,"MLTA2","A","No",54,0,15,10,12.5,0,98
"3",0.401967900754627,-0.598793982181242,"MLTA3","A","No",63.5,0,6,10,8,1,99
"4",-0.918631047288386,-0.84103814008927,"MLTA4","A","No",59,71,14,41,27.5,0,100
"5",1.28164948228251,1.58083824597132,"MLTA5","A","No",39,0,19,27,23,0,100
"6",-0.338192193211284,0.01213918358912,"MLTA6","A","No",51,0,7,7,7,0,100
"7",-0.338192193211284,0.01213918358912,"MLTA8","A","No",34,0,19,7,13,0,90
"8",-0.338192193211284,0.0121391835891194,"MLTA9","A","No",85,0,82,17,49.5,0,95
"9",-0.338192193211284,0.0121391835891195,"MLTA10","A","No",56,42,29,47,38,0,100
"10",-0.736040846739681,0.521873893877075,"MLTA11","A","No",70,0,15,20,17.5,0,100
"11",0.401967900754627,-0.598793982181242,"MLTA12","A","No",69.5,68,16,21,18.5,20,80
"12",1.35028759529798,1.0630587640085,"MLTA16","A","No",75,200,26,24,25,0,99
"13",0.765842975044951,1.97569895750003,"MLTA17","A","No",44,200,22,24,23,1,50
"14",-0.0485492056806889,-0.596850144660928,"MLTA18","A","No",30,200,4,5,4.5,5,40
"15",-0.442374379817008,0.286191130686601,"MLTA19","A","No",51,80,4,1,2.5,0,90
"16",-0.338192193211284,0.012139183589119,"MLTA20","A","No",63,200,17,9,13,0,85
"17",2.27561966007274,0.0523120625139718,"MLTA21","A","No",52,0,13,12,12.5,0,100
"18",-0.048549205680689,-0.596850144660928,"MLTA22","A","No",61,200,15,17,16,0,100
"19",-0.0397022788800666,0.269206505798823,"MLTA23","A","No",37,94,4,7,5.5,0,90
"20",0.601095831573999,-0.238491774412048,"MLTA25","A","No",81,0,13,13,13,0,85
"21",-0.338192193211284,0.0121391835891194,"MLTA26","A","No",92,0,12,7,9.5,0,95
"22",0.132352619454837,0.231256450050241,"MLTA27","A","No",78,0,12,12,12,0,100
"23",-0.338192193211284,0.0121391835891189,"MLTA29","A","No",84,0,20,14,17,0,95
"24",-0.048549205680689,-0.596850144660928,"MLTA30","A","No",82,58,1,2,1.5,0,98
"25",1.62286463906476,-0.423525753203241,"MLTA31","A","No",83,0,7,6,6.5,0,100
"26",0.959753501887496,0.333395094844498,"MLTA32","A","No",89,0,10,7,8.5,0,100
"27",0.882214022551298,0.384027141084207,"MLTA33","A","No",55,0,17,13,15,0,100
"28",0.964120500201653,0.130602076524141,"MLTA34","A","No",72,0,20,21,20.5,0,99
"29",0.601095831573999,-0.238491774412048,"MLTA35","A","No",63,200,12,11,11.5,0,85
"30",-0.147154507471868,0.492061449274683,"MLTA36","A","No",50,200,19,24,21.5,0,100
"31",0.523422046343828,-0.147812301825288,"MLTA38","A","No",65,0,35,25,30,0,100
"32",-0.442374379817009,0.286191130686601,"MLTB1","B","No",68,34,17,23,20,0,99
"33",-0.409208004399868,0.934256314167809,"MLTB2","B","No",84,0,36,52,44,0,100
"34",-0.506298735021559,0.919777964200356,"MLTB3","B","No",35,0,24,27,25.5,0,100
"35",-0.580704433752154,0.644169204391654,"MLTB4","B","No",37,200,12,15,13.5,5,93
"36",-0.048549205680689,-0.596850144660928,"MLTB5","B","No",28,0,11,9,10,0,100
"37",-2.1759237350042,1.00600312703937,"MLTB6","B","No",56,0,14,24,19,0,100
"38",-0.048549205680689,-0.596850144660928,"MLTB7","B","No",61,0,15,23,19,0,100
"39",0.0324597944857249,0.163942240539441,"MLTB8","B","No",70,0,16,32,24,0,100
"40",-0.048549205680689,-0.596850144660928,"MLTB10","B","No",53,0,25,49,37,0,100
"41",-0.338192193211284,0.0121391835891197,"MLTB11","B","No",55,200,14,72,43,0,100
"42",0.006994229400649,0.216787765819947,"MLTB12","B","No",44,200,13,20,16.5,0,100
"43",-0.048549205680689,-0.596850144660928,"MLTB13","B","No",26,200,12,14,13,0,100
"44",-0.048549205680689,-0.596850144660928,"MLTB14","B","No",41,0,25,31,28,0,100
"45",-0.048549205680689,-0.596850144660928,"MLTB17","B","No",32,139,25,26,25.5,2,100
"46",0.393885575770063,-0.444392218945542,"MLTB18","B","No",28,31,22,21,21.5,0,100
"47",-0.048549205680689,-0.596850144660928,"MLTB19","B","No",45,200,26,32,29,0,100
"48",-0.546655511780084,0.450231903790477,"MLTB20","B","No",38,200,13,12,12.5,0,99
"49",-0.048549205680689,-0.596850144660928,"MLTB21","B","No",28,0,13,9,11,0,99
"50",0.470963349615312,-0.119596234749379,"MLTB22","B","No",63,50,10,64,37,0,99
"51",-0.0485492056806889,-0.596850144660928,"MLTB24","B","No",34,0,21,23,22,0,100
"52",-0.048549205680689,-0.596850144660928,"MLTB25","B","No",51,65,19,20,19.5,0,95
"53",-0.048549205680689,-0.596850144660928,"MLTB26","B","No",45,200,17,16,16.5,0,100
"54",-0.0485492056806891,-0.596850144660928,"MLTB27","B","No",49,55,29,23,26,0,100
"55",-0.048549205680689,-0.596850144660928,"MLTB28","B","No",107,50,54,64,59,0,100
"56",-0.048549205680689,-0.596850144660928,"MLTB29","B","No",69,23,28,18,23,0,98
"57",-0.127771536512973,0.41245812933937,"MLTB30","B","No",71,43,51,65,58,0,95
"58",-0.0485492056806889,-0.596850144660928,"MLTB31","B","No",29,38,13,34,23.5,0,100
"59",-0.338192193211284,0.0121391835891199,"MLTB32","B","No",40,51,19,30,24.5,0,100
"60",-0.0485492056806891,-0.596850144660928,"MLTB33","B","No",53,56,30,14,22,0,100
"61",2.2756196600717,0.0523120625072642,"MLTB34","B","No",40,0,52,40,46,0,100
"62",0.0605848345291945,0.549104637878014,"MLTB36","B","No",29,0,13,16,14.5,0,100
"63",-0.241035109006595,0.509301162757209,"MLTB37","B","No",41,0,15,10,12.5,0,100
"64",-0.0101759442077731,0.962439867180262,"MLTB38","B","No",56,0,28,15,21.5,0,98
"65",0.423315951723185,0.585756665304959,"MLTB39","B","No",102,32,72,23,47.5,0,100
"66",-0.338192193211284,0.0121391835891194,"MLTB40","B","No",49,0,21,35,28,0,100
"67",-0.580704433752154,0.644169204391654,"MLTC1","C","No",19,18,3,10,6.5,33,33
"68",-0.338192193211284,0.0121391835891197,"MLTC4","C","No",7,200,2,2,2,5,85
"69",-0.546655511780084,0.450231903790477,"MLTC5","C","No",5,120,4,1,2.5,10,65
"70",-0.0485492056806889,-0.596850144660928,"MLTC6","C","No",7,36,4,3,3.5,10,85
"71",-0.338192193211284,0.0121391835891186,"MLTC7","C","No",18,8,6,5,5.5,5,80
"72",-0.338192193211284,0.0121391835891197,"MLTC8","C","No",7,102,1,1,1,10,80
"73",-0.0485492056806889,-0.596850144660928,"MLTC9","C","No",12,145,1,6,3.5,5,85
"74",-0.338192193211284,0.0121391835891199,"MLTC10","C","No",13,126,2,2,2,10,85
"75",-0.442374379817009,0.286191130686601,"MLTC11","C","No",13,128,5,7,6,5,90
"76",-0.580704433752154,0.644169204391654,"MLTC12","C","No",14,200,9,6,7.5,10,80
"77",-0.338192193211284,0.0121391835891194,"MLTC13","C","No",15,200,16,10,13,20,70
"78",-0.0485492056806889,-0.596850144660928,"MLTC14","C","No",11,22,5,4,4.5,3,95
"79",-0.048549205680689,-0.596850144660928,"MLTC15","C","No",9,200,1,7,4,5,90
"80",-0.048549205680689,-0.596850144660928,"MLTC16","C","No",6,146,2,2,2,1,98
"81",-0.338192193211284,0.0121391835891197,"MLTC17","C","No",10,19,5,1,3,5,90
"82",-0.338192193211284,0.0121391835891199,"MLTC18","C","No",6,200,1,0,0.5,2,93
"83",-0.442374379817009,0.286191130686601,"MLTC20","C","No",14,200,3,1,2,5,90
"84",-0.442374379817009,0.286191130686601,"MLTC21","C","No",12,86,5,3,4,10,85
"85",0.765843424807253,1.97569898008581,"MLTC22","C","No",15,200,1,2,1.5,5,60
"86",-0.546655511780084,0.450231903790477,"MLTC23","C","No",9,26,1,2,1.5,0,95
"87",-0.442374379817008,0.286191130686601,"MLTC26","C","No",6,8,2,4,3,35,60
"88",-0.0485492056806889,-0.596850144660928,"MLTC29","C","No",15,8,3,2,2.5,1,97
"89",-0.048549205680689,-0.596850144660928,"MLTC30","C","No",21,20,16,14,15,8,85
"90",-0.338192193211284,0.0121391835891196,"MLTC31","C","No",10,200,9,2,5.5,3,92
"91",-0.048549205680689,-0.596850144660928,"MLTC32","C","No",9,200,1,2,1.5,25,70
"92",-0.442374379817009,0.286191130686601,"MLTC33","C","No",13,200,2,4,3,5,35
"93",-0.580704433752154,0.644169204391654,"MLTC34","C","No",7,200,3,2,2.5,15,65
"94",-0.0485492056806889,-0.596850144660928,"MLTC35","C","No",12,200,6,2,4,25,65
"95",-0.0485492056806889,-0.596850144660928,"MLTC36","C","No",4,200,2,1,1.5,25,65
"96",-0.585842705143495,0.74879727128914,"MLTC37","C","No",4,25,4,2,3,20,70
"97",-0.54957327008055,0.911728108243238,"MLTC38","C","No",13,200,4,4,4,15,60
"98",-0.442374379817009,0.286191130686601,"MLTC39","C","No",18,93,4,4,4,20,70
"99",-0.442374379817009,0.286191130686601,"MLTC40","C","No",9,200,1,4,2.5,10,85
"100",1.55712822425391,0.272548943091062,"MLTD1","D","No",21,0,8,8,8,0,100
"101",1.62159851751702,0.769422972875981,"MLTD2","D","No",26,0,9,10,9.5,0,100
"102",1.71016240773841,0.925320965586351,"MLTD4","D","No",23,0,8,9,8.5,0,100
"103",2.27561966007272,0.052312062513814,"MLTD5","D","No",22,0,8,7,7.5,0,100
"104",-0.048549205680689,-0.596850144660928,"MLTD6","D","No",26,0,9,7,8,0,100
"105",1.90001161724195,0.818635328719156,"MLTD7","D","No",35,37,10,7,8.5,0,100
"106",0.855235577524357,0.874168960373195,"MLTD8","D","No",17,20,10,7,8.5,0,100
"107",0.923746944747356,0.312363039320234,"MLTD9","D","No",42,0,11,32,21.5,0,100
"108",1.62175233063971,0.342391920168024,"MLTD10","D","No",34,103,18,12,15,0,100
"109",1.6147948344921,0.042689481040811,"MLTD11","D","No",20,200,9,66,37.5,0,80
"110",1.86075602622188,-0.174353224236265,"MLTD12","D","No",32,63,17,15,16,0,100
"111",1.802859410264,-0.0987062563006263,"MLTD13","D","No",24,0,4,9,6.5,0,100
"112",2.05796614748571,0.569515673766171,"MLTD14","D","No",21,0,23,29,26,0,100
"113",0.726995146508924,-0.0639754949812422,"MLTD15","D","No",41,0,7,8,7.5,0,100
"114",1.21480725184636,-1.38968746568169,"MLTD16","D","No",55,0,9,7,8,0,100
"115",1.42032398122042,-0.799120140919354,"MLTD19","D","No",34,0,17,13,15,0,100
"116",0.401967900754627,-0.598793982181242,"MLTD22","D","No",41,27,11,13,12,0,100
"117",2.06173720774447,1.53449660769436,"MLTD24","D","No",34,34,15,8,11.5,0,100
"118",0.401967900754627,-0.598793982181242,"MLTD25","D","No",16,0,6,11,8.5,0,100
"119",0.393885575770063,-0.444392218945542,"MLTD26","D","No",18,0,8,11,9.5,0,100
"120",-0.048549205680689,-0.596850144660928,"MLTD27","D","No",27,32,8,22,15,0,100
"121",0.776198112562573,-0.154014624334335,"MLTD29","D","No",23,31,8,4,6,0,100
"122",0.0734495137851803,0.743148230212263,"MLTD30","D","No",37,35,14,7,10.5,0,100
"123",-0.338192193211284,0.0121391835891197,"MLTD31","D","No",81,0,13,15,14,0,100
"124",1.34858085723142,-1.12834719839018,"MLTD34","D","No",19,21,9,9,9,0,100
"125",1.34858085723142,-1.12834719839018,"MLTD35","D","No",24,33,11,23,17,0,100
"126",1.42032398122042,-0.799120140919354,"MLTD36","D","No",24,58,7,49,28,0,100
"127",-0.048549205680689,-0.596850144660928,"MLTD37","D","No",67,19,9,70,39.5,0,100
"128",0.902304618630268,0.0181259742198419,"MLTD38","D","No",20,0,7,7,7,0,100
"129",0.288383538469568,0.63637211492625,"MLTD39","D","No",37,59,14,81,47.5,0,100
"130",2.27561966007269,0.0523120625136469,"MLTD40","D","No",13,55,41,37,39,0,100
"131",2.06194045689761,1.53439482609116,"MLTE1","E","No",29,0,3,4,3.5,0,98
"132",-0.0485492056806889,-0.596850144660928,"MLTE6","E","No",26,0,5,5,5,0,96
"133",-0.546655511780084,0.450231903790476,"MLTE7","E","No",17,200,6,3,4.5,0,35
"134",-0.048549205680689,-0.596850144660928,"MLTE10","E","No",11,200,5,10,7.5,5,70
"135",-0.048549205680689,-0.596850144660928,"MLTE11","E","No",9,200,0,1,0.5,15,25
"136",-0.048549205680689,-0.596850144660928,"MLTE12","E","No",9,200,32,0,16,3,15
"137",-0.048549205680689,-0.596850144660928,"MLTE13","E","No",9,0,3,2,2.5,15,55
"138",-0.442374379817009,0.286191130686601,"MLTE14","E","No",15,200,0,0,0,30,30
"139",-0.338192193211284,0.0121391835891199,"MLTE15","E","No",8,200,6,8,7,2,58
"140",-0.338192193211284,0.0121391835891197,"MLTE17","E","No",12,0,6,6,6,0,40
"141",-0.048549205680689,-0.596850144660928,"MLTE18","E","No",14,200,6,9,7.5,0,40
"142",-0.048549205680689,-0.596850144660928,"MLTE19","E","No",4,200,0,0,0,0,5
"143",-0.442374379817009,0.286191130686601,"MLTE21","E","No",19,200,3,4,3.5,10,55
"144",-0.0485492056806889,-0.596850144660928,"MLTE22","E","No",34,47,2,6,4,15,55
"145",-0.338192193211285,0.0121391835891206,"MLTE23","E","No",27,83,35,39,37,0,65
"146",-0.048549205680689,-0.596850144660928,"MLTE26","E","No",27,0,15,11,13,0,95
"147",-0.442374379817009,0.286191130686601,"MLTE27","E","No",14,200,10,5,7.5,2,35
"148",-0.0485492056806891,-0.596850144660928,"MLTE28","E","No",15,200,3,6,4.5,7,45
"149",-0.338192193211284,0.0121391835891197,"MLTE30","E","No",13,200,6,7,6.5,5,35
"150",-0.338192193211284,0.0121391835891202,"MLTE31","E","No",11,200,3,4,3.5,1,40
"151",-0.338192193211284,0.0121391835891197,"MLTE32","E","No",33,0,12,20,16,25,70
"152",-0.0485492056806889,-0.596850144660928,"MLTE33","E","No",15,200,9,11,10,0,88
"153",-0.338192193211284,0.01213918358912,"MLTE34","E","No",16,86,6,5,5.5,30,25
"154",-0.0485492056806891,-0.596850144660928,"MLTE35","E","No",19,200,2,4,3,0,20
"155",-0.338192193211284,0.0121391835891197,"MLTE38","E","No",13,200,0,0,0,5,13
"156",-0.442374379817009,0.286191130686601,"MLTE39","E","No",15,200,1,2,1.5,3,10
"157",-0.442374379817009,0.286191130686601,"MLTE40","E","No",8,200,1,1,1,60,5
"158",-0.442374379817008,0.286191130686601,"CF1-5","CF1","Yes",34,200,33,18,25.5,2,98
"159",-0.442374379817009,0.286191130686601,"CF1-6","CF1","Yes",63,200,8,2,5,0,100
"160",-0.579402382399314,0.572244117932999,"CF1-7","CF1","Yes",19,200,12,6,9,0,100
"161",-2.07683910153998,0.697853352129828,"CF1-8","CF1","Yes",35,200,23,40,31.5,10,90
"162",-0.442374379817008,0.286191130686601,"CF1-9","CF1","Yes",33,0,2,2,2,5,94
"163",-0.244125149645773,-0.272622718471418,"CF1-10","CF1","Yes",47,200,22,29,25.5,0,100
"164",-0.244125149645773,-0.272622718471418,"CF1-11","CF1","Yes",35,200,9,21,15,0,85
"165",-0.244125149645773,-0.272622718471418,"CF1-12","CF1","Yes",36,200,22,17,19.5,0,93
"166",-0.442374379817008,0.286191130686601,"CF1-13","CF1","Yes",20,200,13,13,13,30,50
"167",-0.585842705143495,0.748797271289141,"CF1-16","CF1","Yes",28,200,7,1,4,10,85
"168",-0.244125149645773,-0.272622718471418,"CF1-17","CF1","Yes",26,200,1,2,1.5,0,98
"169",-0.244125149645773,-0.272622718471418,"CF1-19","CF1","Yes",37,200,13,16,14.5,0,90
"170",-0.244125149645772,-0.272622718471418,"CF1-20","CF1","Yes",52,200,25,23,24,0,100
"171",-0.244125149645772,-0.272622718471418,"CF1-21","CF1","Yes",43,200,18,18,18,2,95
"172",-0.244125149645772,-0.272622718471418,"CF1-22","CF1","Yes",49,200,1,10,5.5,0,95
"173",-0.442374379817009,0.286191130686601,"CF1-23","CF1","Yes",50,200,6,3,4.5,5,93
"174",-0.442374379817008,0.286191130686601,"CF1-24","CF1","Yes",67,200,4,10,7,2,96
"175",-0.244125149645772,-0.272622718471418,"CF1-29","CF1","Yes",8,200,4,2,3,5,92
"176",-0.244125149645772,-0.272622718471418,"CF1-31","CF1","Yes",32,200,1,1,1,0,100
"177",-0.442374379817009,0.286191130686601,"CF1-32","CF1","Yes",35,200,13,15,14,1,99
"178",-0.244125149645773,-0.272622718471418,"CF1-33","CF1","Yes",36,200,22,23,22.5,0,100
"179",-0.442374379817009,0.286191130686601,"CF1-35","CF1","Yes",41,200,1,1,1,0,100
"180",-0.244125149645772,-0.272622718471418,"CF1-39","CF1","Yes",7,200,1,1,1,5,95
"181",-0.244125149645773,-0.272622718471418,"CF1-40","CF1","Yes",10,200,2,2,2,15,80
"182",-0.244125149645772,-0.272622718471418,"CF2-2","CF2","Yes",12,200,6,7,6.5,8,72
"183",-0.244125149645772,-0.272622718471418,"CF2-8","CF2","Yes",15,0,6,5,5.5,2,98
"184",-0.244125149645773,-0.272622718471418,"CF2-9","CF2","Yes",19,69,11,12,11.5,2,98
"185",-0.244125149645773,-0.272622718471418,"CF2-10","CF2","Yes",119,105,11,5,8,0,100
"186",-0.244125149645773,-0.272622718471418,"CF2-11","CF2","Yes",40,200,14,12,13,1,99
"187",-0.442374379817008,0.286191130686601,"CF2-13","CF2","Yes",23,200,13,13,13,5,95
"188",-0.244125149645772,-0.272622718471418,"CF2-17","CF2","Yes",30,200,11,13,12,2,78
"189",-0.244125149645773,-0.272622718471418,"CF2-19","CF2","Yes",23,0,13,15,14,0,100
"190",-0.442374379817009,0.286191130686601,"CF2-20","CF2","Yes",14,0,7,3,5,5,80
"191",-0.442374379817008,0.286191130686601,"CF2-21","CF2","Yes",16,200,7,4,5.5,5,95
"192",-0.579402382399314,0.572244117932999,"CF2-24","CF2","Yes",20,200,7,9,8,1,99
"193",-0.244125149645773,-0.272622718471418,"CF2-25","CF2","Yes",34,200,18,15,16.5,0,98
"194",-0.244125149645772,-0.272622718471418,"CF2-26","CF2","Yes",25,0,11,8,9.5,0,100
"195",-0.442374379817009,0.286191130686601,"CF2-29","CF2","Yes",16,135,7,11,9,8,72
"196",-0.442374379817008,0.286191130686601,"CF2-32","CF2","Yes",21,0,13,13,13,15,85
"197",-0.579402382399314,0.572244117932999,"CF2-36","CF2","Yes",36,200,5,2,3.5,20,80
"198",-0.442374379817009,0.286191130686601,"CF2-37","CF2","Yes",10,200,8,1,4.5,15,83
"199",-0.442374379817008,0.286191130686601,"CF2-38","CF2","Yes",13,200,7,2,4.5,12,88
"200",-0.442374379817008,0.286191130686601,"CF3-1","CF3","Yes",16,91,2,2,2,1,99
"201",-0.244125149645772,-0.272622718471418,"CF3-2","CF3","Yes",17,200,7,6,6.5,0,100
"202",-0.442374379817009,0.286191130686601,"CF3-5","CF3","Yes",27,200,1,2,1.5,40,55
"203",-0.244125149645773,-0.272622718471418,"CF3-6","CF3","Yes",27,200,17,15,16,0,90
"204",-0.596572689022579,0.907420092792378,"CF3-8","CF3","Yes",14,200,14,7,10.5,50,45
"205",-0.244125149645772,-0.272622718471418,"CF3-10","CF3","Yes",10,200,1,3,2,2,93
"206",-0.244125149645772,-0.272622718471418,"CF3-13","CF3","Yes",4,200,2,2,2,5,90
"207",-0.585842705143495,0.748797271289141,"CF3-14","CF3","Yes",4,200,1,1,1,35,60
"208",-0.244125149645772,-0.272622718471418,"CF3-17","CF3","Yes",0,200,2,1,1.5,35,63
"209",-0.244125149645772,-0.272622718471418,"CF3-18","CF3","Yes",7,200,1,1,1,15,82
"210",-0.244125149645772,-0.272622718471418,"CF3-19","CF3","Yes",15,189,8,10,9,40,58
"211",-0.244125149645772,-0.272622718471418,"CF3-20","CF3","Yes",22,0,18,15,16.5,0,100
"212",-0.244125149645773,-0.272622718471418,"CF3-21","CF3","Yes",17,120,5,5,5,45,53
"213",-0.442374379817009,0.286191130686601,"CF3-24","CF3","Yes",9,200,3,2,2.5,5,93
"214",-0.244125149645772,-0.272622718471418,"CF3-25","CF3","Yes",26,0,1,1,1,15,80
"215",-0.442374379817009,0.286191130686601,"CF3-27","CF3","Yes",7,200,2,2,2,5,68
"216",-0.579402382399314,0.572244117932999,"CF3-28","CF3","Yes",11,200,0,2,1,8,89
"217",-0.579402382399314,0.572244117932999,"CF3-30","CF3","Yes",4,0,0,0,0,80,87
"218",-0.442374379817009,0.286191130686601,"CF3-31","CF3","Yes",10,200,1,1,1,10,55
"219",-0.442374379817009,0.286191130686601,"CF3-33","CF3","Yes",5,200,1,1,1,15,80
"220",-0.244125149645773,-0.272622718471418,"CF3-34","CF3","Yes",12,200,1,3,2,1,71
"221",-0.244125149645772,-0.272622718471418,"CF3-36","CF3","Yes",5,200,1,2,1.5,3,97
"222",-0.244125149645772,-0.272622718471418,"CF3-37","CF3","Yes",10,200,2,1,1.5,1,98
"223",-0.579402382399314,0.572244117932999,"CF3-39","CF3","Yes",8,200,2,3,2.5,15,81
"224",-0.442374379817008,0.286191130686601,"CF3-40","CF3","Yes",4,200,7,10,8.5,65,32
